Item Type,Order Type,PO No,Curr,PO Stat Code,Supplier,OrderNo,Buyer,Item Number,Item Description,WH,POCreateDate,PO Req Del Date,PO Conf Del Date,PO Rcvd Date,PO Value,Qty,,Create to Req Days,Req to Conf Days,Conf to Recvd Days,Req to Recvd Days
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,3637335M1,PLATE,AML,7/10/2020,21/10/2020,19/10/2020,,18,4,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,3780483M1,NON-RETURN VALVE,AML,7/10/2020,21/10/2020,19/10/2020,,74,3,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4299291M1,SLEEVE,AML,7/10/2020,21/10/2020,19/10/2020,,141,1,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,56017104000,TERMINAL,AML,7/10/2020,21/10/2020,19/10/2020,,83,1,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,ACP0131790,THRUSTER,AML,7/10/2020,28/10/2020,3/11/2020,,284,3,,15,4,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,ACW0822610,IGNITION SWITCH,AML,7/10/2020,21/10/2020,19/10/2020,,27,1,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,F835300020440,CABLE LOOM,AML,7/10/2020,21/10/2020,19/10/2020,,384,1,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,G210861100053,ELECTRONIC BOX,AML,7/10/2020,21/10/2020,19/10/2020,,272,1,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,H716921050030,CABLE,AML,7/10/2020,21/10/2020,19/10/2020,,3,1,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,LA355501120,FLAT WASHER,AML,7/10/2020,21/10/2020,19/10/2020,,24,70,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,V836866576,SENSOR-WATER SEPARATOR,AML,7/10/2020,21/10/2020,19/10/2020,,37,1,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,X485031000000,SCREW,AML,7/10/2020,21/10/2020,19/10/2020,,2,1,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,X504822200000,BALL PIN,AML,7/10/2020,21/10/2020,19/10/2020,,16,4,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3429938M2,BALL JOINT,AML,7/10/2020,19/10/2020,22/10/2020,,105,2,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3901533M91,REPAIR KIT,AML,7/10/2020,19/10/2020,22/10/2020,,38,2,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4311963M1,THRUST BEARING,AML,7/10/2020,21/10/2020,19/10/2020,,343,4,,10,-2,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4374741M3,SHIELD,AML,7/10/2020,19/10/2020,22/10/2020,,20,2,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4379024M1,HYDR. HOSE,AML,7/10/2020,19/10/2020,22/10/2020,,33,2,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,6225940M92,CABLE,AML,7/10/2020,19/10/2020,22/10/2020,,15,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,71393716,BRACKET,AML,7/10/2020,19/10/2020,22/10/2020,,25,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,56017100000,BRACKET,AML,7/10/2020,19/10/2020,22/10/2020,,228,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,7.252E+11,HOSE-AIR CLEANER,AML,7/10/2020,19/10/2020,22/10/2020,,55,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,7.379E+11,SUPPORT,AML,7/10/2020,19/10/2020,22/10/2020,,13,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,8.164E+11,SHIELD CAP,AML,7/10/2020,19/10/2020,22/10/2020,,1,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,9.31812E+11,RING,AML,7/10/2020,19/10/2020,22/10/2020,,8,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,ACP0131780,THRUSTER,AML,7/10/2020,19/10/2020,22/10/2020,,284,3,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,ACV0269670,STICKER,AML,7/10/2020,19/10/2020,22/10/2020,,9,3,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,ACX2737680,OIL PIPE,AML,7/10/2020,19/10/2020,22/10/2020,,28,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,F530811140060,HEATER CORE,AML,7/10/2020,19/10/2020,22/10/2020,,193,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,F931502030990,ADDITIONAL VOLUME,AML,7/10/2020,19/10/2020,22/10/2020,,129,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,F931812153020,MIRROR,AML,7/10/2020,19/10/2020,22/10/2020,,63,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,G842900140010,ROTATING BEACON,AML,7/10/2020,19/10/2020,22/10/2020,,245,2,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,H725950901010,PRESSURE HOSE,AML,7/10/2020,19/10/2020,22/10/2020,,152,1,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,LA322768550,PLATE,AML,7/10/2020,19/10/2020,22/10/2020,,722,70,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,V35741210,CAB AIR FILTER,AML,7/10/2020,19/10/2020,22/10/2020,,56,5,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,V837086099,MAIN FUEL FILTER,AML,7/10/2020,19/10/2020,22/10/2020,,101,2,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,VA199806,BALL,AML,7/10/2020,19/10/2020,22/10/2020,,109,6,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,VA205550,BALL,AML,7/10/2020,19/10/2020,22/10/2020,,38,3,,8,3,0,0
20 - Parts Item,AIR,3009572,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,VHP1002,SELF TAPING SCREW,AML,7/10/2020,19/10/2020,22/10/2020,,11,9,,8,3,0,0
20 - Parts Item,AIR,3009577,USD,40,80060 - AGCO DO BRASIL SOLUCOES AGRICOLAS LT,          ,PTSPUR2,ACW0643590,ALTERNATOR,AML,8/10/2020,28/10/2020,2/11/2020,,172,1,,14,3,0,0
20 - Parts Item,AIR,3009578,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4306864M6,LH PLANET,AML,8/10/2020,4/11/2020,,,195,1,,19,0,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,000235011A,SCREW,AML,8/10/2020,21/10/2020,19/10/2020,,3,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,2020088,THRUSTER,AML,8/10/2020,21/10/2020,19/10/2020,,8,2,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,3382834M3,SHAFT,AML,8/10/2020,21/10/2020,19/10/2020,,202,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,3796801M1,SELECTOR,AML,8/10/2020,21/10/2020,19/10/2020,,22,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,3907167M1,THRUST WASHER,AML,8/10/2020,21/10/2020,19/10/2020,,22,2,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4272733M1,COVER,AML,8/10/2020,21/10/2020,19/10/2020,,11,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4274363M1,FUEL LOCKING CAP,AML,8/10/2020,21/10/2020,19/10/2020,,19,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4274415M17,AUXILIARY 3RD SPOOL ACC KIT,AML,8/10/2020,21/10/2020,19/10/2020,,822,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4314913M11,ASSEMBLE IN FACTORY GEAR CASE,AML,8/10/2020,21/10/2020,19/10/2020,,"2,385",1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4390636M4,HYDR. HOSE,AML,8/10/2020,21/10/2020,19/10/2020,,48,2,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,7300105301,BEARING FLANGE,AML,8/10/2020,21/10/2020,19/10/2020,,10,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,1.86862E+11,BUSH,AML,8/10/2020,21/10/2020,19/10/2020,,24,4,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,2.05812E+11,COVER WIP/PUMP,AML,8/10/2020,21/10/2020,19/10/2020,,5,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,2.10812E+11,COVER,AML,8/10/2020,21/10/2020,19/10/2020,,2,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,ACV003620B,SHAFT,AML,8/10/2020,21/10/2020,19/10/2020,,161,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,ACV010475A,STIFFENER,AML,8/10/2020,21/10/2020,19/10/2020,,19,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,F743810150020,MIRROR GLASS,AML,8/10/2020,21/10/2020,19/10/2020,,29,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,F842900020050,PARTS KIT,AML,8/10/2020,21/10/2020,19/10/2020,,7,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,G001990010740,SEAL KIT POW.,AML,8/10/2020,21/10/2020,19/10/2020,,47,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,G260870162100,BOWDEN CABLE,AML,8/10/2020,21/10/2020,19/10/2020,,58,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,H260150030010,COVER,AML,8/10/2020,21/10/2020,19/10/2020,,21,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,H270920010051,FRAME,AML,8/10/2020,21/10/2020,19/10/2020,,349,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,V893860,TOOL,AML,8/10/2020,21/10/2020,19/10/2020,,39,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,V31954100,PLATE,AML,8/10/2020,21/10/2020,19/10/2020,,12,5,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,V31954100,PLATE,AML,8/10/2020,28/10/2020,3/11/2020,,10,4,,14,4,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,V836859034,STUD BOLT-M10 X 130,AML,8/10/2020,21/10/2020,19/10/2020,,10,5,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,VJB8206,NUT,AML,8/10/2020,21/10/2020,19/10/2020,,19,10,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,VKG1502,CIRCLIP,AML,8/10/2020,21/10/2020,19/10/2020,,1,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,VKG2055,RETAINING RING,AML,8/10/2020,21/10/2020,19/10/2020,,1,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,VLA1021,BALL BEARING-70X110X20,AML,8/10/2020,21/10/2020,19/10/2020,,43,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,VLA1115,BALL BEARING,AML,8/10/2020,21/10/2020,19/10/2020,,13,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,VLA9301,BEARING,AML,8/10/2020,21/10/2020,19/10/2020,,27,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,X428803804000,NUT-HEX.,AML,8/10/2020,21/10/2020,19/10/2020,,1,1,,9,-2,0,0
20 - Parts Item,AIR,3009578,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,X530109246000,RETAINING RING,AML,8/10/2020,21/10/2020,19/10/2020,,1,1,,9,-2,0,0
20 - Parts Item,AIR,3009585,AUD,45,80050 - AGCO GMBH,          ,PTSPUR2,737561M1,GASKET,AML,9/10/2020,21/10/2020,19/10/2020,,58,4,,8,-2,0,0
20 - Parts Item,AIR,3009585,AUD,45,80050 - AGCO GMBH,          ,PTSPUR2,3581913M1,PAD,AML,9/10/2020,21/10/2020,19/10/2020,,38,2,,8,-2,0,0
20 - Parts Item,AIR,3009585,AUD,45,80050 - AGCO GMBH,          ,PTSPUR2,ACW2500200,LS BOOSTER KIT,AML,9/10/2020,21/10/2020,19/10/2020,,852,1,,8,-2,0,0
20 - Parts Item,AIR,3009585,AUD,45,80050 - AGCO GMBH,          ,PTSPUR2,H524300020100,SHAFT SEAL,AML,9/10/2020,21/10/2020,19/10/2020,,822,30,,8,-2,0,0
20 - Parts Item,AIR,3009590,SEK,20,70041 - ALO AB PARTS,          ,PTSPUR2,AL5040099,SEAL ASSY,AML,9/10/2020,4/11/2020,,,103,2,,18,0,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL5033714,SEAL SET D80/40/40,AML,9/10/2020,28/10/2020,2/11/2020,,238,3,,13,3,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL5040040,SEAL ASSY,AML,9/10/2020,28/10/2020,2/11/2020,,85,1,,13,3,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL5040099,SEAL ASSY,AML,9/10/2020,28/10/2020,2/11/2020,,52,1,,13,3,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL5101074,SWITCH MOUNTED,AML,9/10/2020,28/10/2020,2/11/2020,,40,3,,13,3,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL5215012,ACCUMULATOR BRACKET SIZE 2 (M),AML,9/10/2020,28/10/2020,2/11/2020,,8,1,,13,3,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL5220327,LEVER,AML,9/10/2020,28/10/2020,2/11/2020,,70,1,,13,3,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL5221594,LOCKING,AML,9/10/2020,28/10/2020,2/11/2020,,550,10,,13,3,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL9032531,HYDRAULIC HOSE 3/8 2630 7,AML,9/10/2020,28/10/2020,2/11/2020,,72,1,,13,3,0,0
20 - Parts Item,AIR,3009590,SEK,40,70041 - ALO AB PARTS,          ,PTSPUR2,AL60004085,JOYSTICK SILICONE RUBBER BOOT,AML,9/10/2020,28/10/2020,2/11/2020,,0,1,,13,3,0,0
20 - Parts Item,AIR,3009592,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V39906213,OP MAN A100 1C7,AML,9/10/2020,4/11/2020,,,27,1,,18,0,0,0
20 - Parts Item,AIR,3009592,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,V83085100,FITTING,AML,9/10/2020,4/11/2020,,,7,1,,18,0,0,0
20 - Parts Item,AIR,3009592,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,3385311M91,LOCK-LH,AML,9/10/2020,4/11/2020,4/11/2020,,180,2,,18,0,0,0
20 - Parts Item,AIR,3009592,AUD,40,80050 - AGCO GMBH,          ,ANZAGCONET,4393348M93,BEARING CARRIER,AML,9/10/2020,16/10/2020,3/11/2020,,109,1,,5,12,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,607090D1,PIN ASSEMBLY,AML,9/10/2020,26/10/2020,19/10/2020,,144,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,2714105M1,OIL SEAL,AML,9/10/2020,26/10/2020,19/10/2020,,10,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3014866X1,EXTERNAL RETAINING RING,AML,9/10/2020,26/10/2020,19/10/2020,,1,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3014877X1,GASKET,AML,9/10/2020,26/10/2020,19/10/2020,,1,5,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3820742M1,O-RING,AML,9/10/2020,26/10/2020,19/10/2020,,7,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3820743M1,O-RING,AML,9/10/2020,26/10/2020,19/10/2020,,6,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4277898M2,SUPPORT,AML,9/10/2020,26/10/2020,19/10/2020,,9,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4294420M4,LINKAGE SWITCH,AML,9/10/2020,26/10/2020,19/10/2020,,51,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4296120M1,FAN BELT,AML,9/10/2020,26/10/2020,19/10/2020,,25,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4299316M3,COUPLING,AML,9/10/2020,26/10/2020,19/10/2020,,43,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4374740M3,SHIELD,AML,9/10/2020,26/10/2020,19/10/2020,,96,10,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4377612M2,CABLE,AML,9/10/2020,26/10/2020,19/10/2020,,195,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4378696M2,CABLE,AML,9/10/2020,26/10/2020,19/10/2020,,45,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,ACV0123050,WORKLIGHT,AML,9/10/2020,26/10/2020,19/10/2020,,18,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,ACV0207850,PANEL,AML,9/10/2020,26/10/2020,19/10/2020,,14,3,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,ACW6059240,JOYSTICK,AML,9/10/2020,26/10/2020,19/10/2020,,636,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,ACW9580200,HEX HEAD BOLT,AML,9/10/2020,26/10/2020,19/10/2020,,0,2,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,F278201060010,FUEL LINE,AML,9/10/2020,26/10/2020,19/10/2020,,74,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,G515500030100,POCKET,AML,9/10/2020,26/10/2020,19/10/2020,,45,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,G842960200022,VALVE,AML,9/10/2020,26/10/2020,19/10/2020,,621,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,G931303120400,WASHER SET,AML,9/10/2020,26/10/2020,19/10/2020,,131,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,H260500200030,BRACKET,AML,9/10/2020,26/10/2020,19/10/2020,,52,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,H718921030011,PRESSURE HOSE,AML,9/10/2020,26/10/2020,19/10/2020,,31,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,V32279340,RING,AML,9/10/2020,26/10/2020,19/10/2020,,9,1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,V837079481,ENGINE REPAIR KIT,AML,9/10/2020,26/10/2020,19/10/2020,,"2,504",1,,11,-5,0,0
20 - Parts Item,AIR,3009592,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,VKG3090,CIRCLIP,AML,9/10/2020,26/10/2020,19/10/2020,,2,2,,11,-5,0,0
20 - Parts Item,AIR,3009594,AUD,45,80050 - AGCO GMBH,          ,PTSPUR2,4275784M1,A/C BELT,AML,9/10/2020,26/10/2020,22/10/2020,,123,12,,11,-2,0,0
20 - Parts Item,AIR,3009595,AUD,20,80050 - AGCO GMBH,          ,ANZAGCONET,4312570M1,BRAKE LEVER,AML,12/10/2020,4/11/2020,,,59,2,,17,0,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,005G080150100,FLANGED PIN SHAFT Z=20 1 3/4,AML,12/10/2020,26/10/2020,22/10/2020,,476,3,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,1884308M1,SEAL,AML,12/10/2020,26/10/2020,22/10/2020,,4,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3389556M2,RAM,AML,12/10/2020,26/10/2020,22/10/2020,,20,2,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3600495M1,PIN,AML,12/10/2020,26/10/2020,22/10/2020,,6,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3641887M91,WATER PUMP,AML,12/10/2020,26/10/2020,22/10/2020,,114,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3786919M3,LEFT HAND FENDER,AML,12/10/2020,26/10/2020,22/10/2020,,383,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3787589M97,WOBBLE DRIVE,AML,12/10/2020,26/10/2020,22/10/2020,,105,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3905817M91,ARMREST,AML,12/10/2020,26/10/2020,22/10/2020,,59,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,3909419M91,RIGHT HAND PIVOT,AML,12/10/2020,26/10/2020,22/10/2020,,182,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4279861M2,POTENTIOMETER,AML,12/10/2020,26/10/2020,22/10/2020,,62,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4285639M2,CLEVIS PIN,AML,12/10/2020,26/10/2020,22/10/2020,,35,2,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4298342M1,TUBE,AML,12/10/2020,26/10/2020,22/10/2020,,32,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4306864M6,LH PLANET,AML,12/10/2020,26/10/2020,22/10/2020,,173,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4311011M1,BEARING,AML,12/10/2020,26/10/2020,22/10/2020,,22,1,,10,-2,0,0
20 - Parts Item,AIR,3009595,AUD,45,80050 - AGCO GMBH,          ,ANZAGCONET,4349678M5,BAND,AML,12/10/2020,26/10/2020,22/10/2020,,63,1,,10,-2,0,0
